序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1022,2557,洽洽食品,洽洽食品股份有限公司,合肥市,蜀山区,290962.5,30276.51,4943,2011-03-02,--,,休闲食品,休闲食品,从事各类休闲食品的生产和销售
1023,2558,巨人网络,巨人网络集团股份有限公司,重庆市,南岸区,287965.48,99303.49,3917,2011-03-02,--,,游戏,游戏相关业务、互联网金融服务,网络游戏
1024,2559,亚威股份,江苏亚威机床股份有限公司,扬州市,江都区,114057.84,8693.58,1551,2011-03-03,--,,机床设备,数控钣金加工机床及数控柔性自动化加工生产线、控卷板加工机械、激光加工设备、机器人,数控金属板材成形机床及生产线制造、加工、销售
1025,2560,通达股份,河南通达电缆股份有限公司,洛阳市,偃师市,162490.07,2789.93,623,2011-03-03,--,,电线电缆,电线电缆,电线、电缆的生产、销售
1026,2561,徐家汇,上海徐家汇商城股份有限公司,上海市,徐汇区,150642.13,17058.42,1006,2011-03-03,--,,百货,百货,百货、零售。
1027,2562,兄弟科技,兄弟科技股份有限公司,嘉兴市,海宁市,107470.1,7551.42,1755,2011-03-10,--,,其他化学制品,皮革化学品、维生素产品,主要从事维生素和皮革化学品的研发、生产与销售等业务
1028,2563,森马服饰,浙江森马服饰股份有限公司,温州市,瓯海区,976412.18,127182.54,2957,2011-03-11,--,,休闲服装,服装,主要从事休闲服及儿童服饰经营
1029,2564,天沃科技,苏州天沃科技股份有限公司,苏州市,张家港市,555125.54,16156.47,2452,2011-03-10,--,,矿山冶金机械,清洁能源EPC、其他工程EPC、压力容器设备、海工设备、军工设备、核电设备、新型材料、仓储物流,工程项目设计咨询与工程总承包服务
1030,2565,顺灏股份,上海顺灏新材料科技股份有限公司,上海市,普陀区,145505.0,6377.56,2121,2011-03-18,--,,包装印刷,镀铝纸、复膜纸、白卡纸、丙纤丝束、印刷品、光学防伪膜、电子烟,真空镀铝纸的开发、生产、加工、销售。
1031,2566,益盛药业,吉林省集安益盛药业股份有限公司,通化市,集安市,75006.35,5312.98,1939,2011-03-18,--,,中药生产,药品、保健品、蜂制品、化妆品,"药品、保健品、蜂制品、化妆品的研发、生产和销售,以及中药材种植等相关业务。"
1032,2567,唐人神,唐人神集团股份有限公司,株洲市,天元区,1107153.74,12689.31,7062,2011-03-25,--,,饲料,饲料、肉制品、动物保健品、牲猪,饲料、肉品、种猪等的生产与销售
1033,2568,百润股份,上海百润投资控股集团股份有限公司,上海市,浦东新区,85338.95,13042.65,1426,2011-03-25,--,,调味品,食用香精、预调鸡尾酒,传统的香精香料业务板块和新并入的预调鸡尾酒板块
1034,2569,步森股份,浙江步森服饰股份有限公司,绍兴市,诸暨市,31119.6,-556.19,1108,2011-04-12,--,,男装,服装制造,“步森”品牌男装的设计、生产和销售。
1035,2570,*ST因美,贝因美婴童食品股份有限公司,杭州市,滨江区,181005.01,2796.4,3414,2011-04-12,--,,乳制品,婴幼儿食品,婴幼儿食品的研发、生产和销售
1036,2571,德力股份,安徽德力日用玻璃股份有限公司,滁州市,凤阳县,56889.86,-4194.43,2230,2011-04-12,--,,玻璃,玻璃及玻璃制品,从事日用玻璃器皿研发、生产和销售
1037,2572,索菲亚,索菲亚家居股份有限公司,广州市,增城区,510587.29,69179.5,11548,2011-04-12,--,,橱柜衣柜,全屋定制家具、配套家居产品,定制衣柜及其配套定制家具的研发、生产和销售
1038,2573,清新环境,北京清新环境技术股份有限公司,北京市,海淀区,326643.23,49501.83,2440,2011-04-22,--,,大气污染治理,燃煤电厂大气治理装置,燃煤电厂烟气脱硫脱硝装置的建造和运营。
1039,2574,明牌珠宝,浙江明牌珠宝股份有限公司,绍兴市,柯桥区,342289.59,8500.03,1007,2011-04-22,--,,珠宝首饰,高档贵金属、宝石首饰产品,中高档珠宝首饰产品的设计、研发、生产及销售，核心业务是对“明”牌珠宝品牌的连锁经营管理。
1040,2575,群兴玩具,广东群兴玩具股份有限公司,汕头市,澄海区,1351.54,593.64,26,2011-04-22,--,,玩具,婴童玩具、电动车、童车,电子电动玩具的研发设计、生产及销售业务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1041,2576,通达动力,江苏通达动力科技股份有限公司,南通市,通州区,85346.46,1631.75,1165,2011-04-28,--,,电机,电动机、发电机、新能源汽车定转子铁芯,中小型电动机、发电机，定转子铁芯的研发、生产、销售和服务。
1042,2577,雷柏科技,深圳雷柏科技股份有限公司,深圳市,龙岗区,36532.6,1836.97,1008,2011-04-28,--,,PC、服务器及硬件,游戏V系列、无线系列外设、有线办公键鼠、工业自动化解决方案业务RRS、小型智能无人机的研发制造业务,鼠标、键盘生产与销售，机器人系统和计算机软硬件及外围设备的技术开发、技术咨询、技术服务。无人机的研发、生产、销售。
1043,2578,闽发铝业,福建省闽发铝业股份有限公司,泉州市,南安市,98140.92,2267.67,1373,2011-04-28,--,,铝,有色金属,建筑铝型材和工业铝型材的生产、销售。
1044,2579,中京电子,惠州中京电子科技股份有限公司,惠州市,惠城区,122374.53,5918.34,2162,2011-05-06,--,,印制电路板,印制电路板,新型电子元器件（高密度印刷线路板等）的研发、生产和销售
1045,2580,圣阳股份,山东圣阳电源股份有限公司,济宁市,曲阜市,130679.99,1414.98,2011,2011-05-06,--,,电池,售“圣阳”牌、“赛耐克”牌、“ABT”牌高容量阀控密封铅酸蓄电池,向客户提供储能电源、备用电源、动力电源和系统解决方案及运营服务。
1046,2581,未名医药,山东未名生物医药股份有限公司,淄博市,张店区,49289.57,1259.29,914,2011-05-20,--,,化学制剂,是生物医药制品、医药中间体、农药中间体,农药中间体、医药中间体、生物医药的研发、生产和销售
1047,2582,好想你,好想你健康食品股份有限公司,郑州市,新郑市,356235.84,10770.12,4773,2011-05-20,--,,休闲食品,原枣类、休闲红枣类、木本粮类、饮品类、酒店餐饮类、坚果系列、糕点糖果系列、果干系列、肉脯/海鲜系列、坚果礼盒系列,"枣树种植,枣产品的生产、加工和销售"
1048,2583,海能达,海能达通信股份有限公司,深圳市,南山区,453130.99,13144.47,8930,2011-05-27,--,,通信终端设备,专业无线通信设备、OEM,从事对讲机终端、集群系统等专业无线通信设备的研发、生产、销售和服务，并提供整体解决方案。
1049,2584,西陇科学,西陇科学股份有限公司,汕头市,金平区,259503.56,7623.53,1264,2011-06-02,--,,其他化学制品,化学试剂、化工原料、诊断试剂、基因测序服务,化学试剂、原料药及药用辅料、食品添加剂、化工原料及化工产品、医疗器械的研发、生产和销售。
1050,2585,双星新材,江苏双星彩塑新材料股份有限公司,宿迁市,宿豫区,282619.95,26172.8,1218,2011-06-02,--,,包装印刷,光学材料、节能窗膜、信息材料、热收缩材料、新能源材料、新型包装材料,从事新型塑料包装薄膜的研发、生产和销售
1051,2586,围海股份,浙江省围海建设集团股份有限公司,宁波市,江东区,230056.05,18572.42,803,2011-06-02,--,,水利建设,海堤工程、城市防洪工程、河道工程、水库工程、市政工程、技术服务,海堤工程、城市防洪工程、河道工程、水库工程、城市防洪工程及其他水利工程
1052,2587,奥拓电子,深圳市奥拓电子股份有限公司,深圳市,南山区,110997.72,11978.69,1364,2011-06-10,--,,LED,LED视频显示系统、LED 信息发布和指示系统、LED照明产品、电子回单系统、LCD广告机 、服务及软件集成、智慧银行项目、广告,LED显示系统和电子回单系统的研发、设计、生产、销售及相应专业服务
1053,2588,史丹利,史丹利农业集团股份有限公司,临沂市,临沭县,428555.87,19652.99,3759,2011-06-10,--,,复合肥,硫基复合肥、氯基复合肥、BB 肥及其他、原料化肥销售,生产经营高浓度复混肥料﹙复合肥料﹚、掺混肥。
1054,2589,瑞康医药,瑞康医药股份有限公司,烟台市,芝罘区,2455584.86,83338.01,6914,2011-06-10,--,,医药商业,药品器械、移动医疗,药品销售
1055,2590,万安科技,浙江万安科技股份有限公司,绍兴市,诸暨市,171647.66,7742.74,3344,2011-06-10,--,,汽车零部件,气压制动系统、液压制动系统、离合器操纵系统、铁铸件、副车架,汽车制动系统的研发、生产和销售和配套服务
1056,2591,恒大高新,江西恒大高新技术股份有限公司,南昌市,青山湖区,20944.18,2337.22,532,2011-06-21,--,,其他化学制品,电力、钢铁、水泥、石油、化工,防磨抗蚀业务和互联网营销业务
1057,2592,八菱科技,南宁八菱科技股份有限公司,南宁市,西乡塘区,52287.88,1327.53,880,2011-11-11,--,,汽车零部件,汽车零配件、工程及装备、材料销售,热交换器的研发、生产和销售
1058,2593,日上集团,厦门日上集团股份有限公司,厦门市,集美区,222247.17,6152.99,2845,2011-06-28,--,,汽车零部件,交通运输设备、金属制品业,钢制品的设计、研发、生产与销售
1059,2594,比亚迪,比亚迪股份有限公司,深圳市,龙岗区,8898132.6,152705.3,200949,2011-06-30,--,,乘用车,电子元器件、日用电子器件、交通运输设备,包含传统燃油汽车及新能源汽车在内的汽车业务、手机部件及组装业务，以及二次充电电池及新能源业务
1060,2595,豪迈科技,山东豪迈机械科技股份有限公司,潍坊市,高密市,265486.7,57670.1,10771,2011-06-28,--,,机床设备,模具、大型燃气轮机零部件、铸造产品、机械产品,汽车子午线轮胎模具及轮胎制造设备的生产、销售及相关技术开发。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1061,2596,海南瑞泽,海南瑞泽新型建材股份有限公司,三亚市,三亚市,219316.65,11092.95,1305,2011-07-07,--,,其他建材,商品混凝土、水泥、园林绿化,商品混凝土、新型墙体材料与水泥的生产与销售以及园林绿化业务
1062,2597,金禾实业,安徽金禾实业股份有限公司,滁州市,来安县,334484.72,75400.5,3086,2011-07-07,--,,其他化学制品,精细化工产品、基础化工产品,精细化工产品和基础化工产品的生产、研发和销售。
1063,2598,山东章鼓,山东省章丘鼓风机股份有限公司,济南市,章丘市,68640.73,6260.04,1044,2011-07-07,--,,风能,风机及配件、磨机、渣浆泵、电气设备、气力输送,"生产和销售以""齐鲁""""章鼓""为商标的鼓风机、相关配套产品以及水泥成套设备等"
1064,2599,盛通股份,北京盛通印刷股份有限公司,北京市,大兴区,136779.71,7228.95,2651,2011-07-15,--,,包装印刷,出版物、包装印刷,"文化出版物、大型商业印刷的综合管理服务,为国内外出版社及大型商业客户提供全方位、一体化的综合印刷管理服务"
1065,2600,领益智造,广东领益智造股份有限公司,江门市,蓬江区,1609026.08,-35186.81,18720,2011-07-15,--,,磁性材料,模切产品、CNC产品、冲压件、紧固件、组装产品,新型电子元器件、手机及电脑配件的生产和销售。
1066,2601,龙蟒佰利,龙蟒佰利联集团股份有限公司,焦作市,中站区,802451.36,197048.4,7060,2011-07-15,--,,其他化学制品,钛白粉、锆制品、硫酸,钛白粉、锆制品等产品的生产与销售
1067,2602,世纪华通,浙江世纪华通集团股份有限公司,绍兴市,上虞区,622808.19,87975.35,3588,2011-07-28,--,,汽车零部件,铜杆加工件、汽车零部件、游戏开发及运营,汽车零部件制造和互联网游戏
1068,2603,以岭药业,石家庄以岭药业股份有限公司,石家庄市,裕华区,382615.76,56181.0,5239,2011-07-28,--,,中药生产,药品,致力于中成药的研发、生产与销售
1069,2604,*ST龙力,山东龙力生物科技股份有限公司,德州市,禹城市,67550.68,-25347.44,1400,2011-07-28,--,,功能糖、淀粉糖,功能糖、淀粉、淀粉糖、乙醇、数字营销、数字发行、苹果产品,功能糖、淀粉及淀粉糖、纤维素乙醇等产品的生产、销售
1070,2605,姚记扑克,上海姚记扑克股份有限公司,上海市,嘉定区,53226.84,7683.73,588,2011-08-05,--,,体育用品,文教体育用品,扑克牌的生产和销售。
1071,2606,大连电瓷,大连电瓷集团股份有限公司,大连市,金州区,43972.08,-676.48,1362,2011-08-05,--,,其他输变电设备,悬瓷绝缘子、复合绝缘子、支柱绝缘子,从事高压输电线路用瓷、复合绝缘子；电站用瓷、复合绝缘子；电瓷金具等产品的研发、生产及销售
